I1202 16:21:14.474415 139630216865600 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Walker2d-v2/sac/0/agent_partial_target...
I1202 16:21:14.479810 139630216865600 collect_data.py:133] Testing policy p1_ours_eps...
I1202 16:21:27.448116 139630216865600 collect_data.py:137] Return mean 1194, std 1002.
I1202 16:21:27.448294 139630216865600 collect_data.py:138] Collecting data from policy p1_ours_eps...
I1202 16:58:36.681633 139630216865600 collect_data.py:98] (360000/500000) steps collected at 385.1 steps/s.
I1202 16:59:02.553574 139630216865600 collect_data.py:98] (370000/500000) steps collected at 386.5 steps/s.
I1202 16:59:28.040346 139630216865600 collect_data.py:98] (380000/500000) steps collected at 392.4 steps/s.
I1202 16:59:53.953950 139630216865600 collect_data.py:98] (390000/500000) steps collected at 385.9 steps/s.
I1202 17:00:26.173495 139630216865600 collect_data.py:98] (400000/500000) steps collected at 310.4 steps/s.
I1202 17:00:51.820539 139630216865600 collect_data.py:98] (410000/500000) steps collected at 389.9 steps/s.
I1202 17:01:17.020215 139630216865600 collect_data.py:98] (420000/500000) steps collected at 396.8 steps/s.
I1202 17:01:42.413050 139630216865600 collect_data.py:98] (430000/500000) steps collected at 393.8 steps/s.
I1202 17:02:07.480622 139630216865600 collect_data.py:98] (440000/500000) steps collected at 398.9 steps/s.
I1202 17:02:32.823934 139630216865600 collect_data.py:98] (450000/500000) steps collected at 394.6 steps/s.
I1202 17:02:58.035681 139630216865600 collect_data.py:98] (460000/500000) steps collected at 396.6 steps/s.
I1202 17:03:23.169708 139630216865600 collect_data.py:98] (470000/500000) steps collected at 397.9 steps/s.
I1202 17:03:47.789251 139630216865600 collect_data.py:98] (480000/500000) steps collected at 406.2 steps/s.
I1202 17:04:12.911908 139630216865600 collect_data.py:98] (490000/500000) steps collected at 398 steps/s.
I1202 17:04:38.032493 139630216865600 collect_data.py:98] (500000/500000) steps collected at 398.1 steps/s.
I1202 17:04:39.272128 139630216865600 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Walker2d-v2/eps_two_policies/0/data, time cost 2605s.
action_shape: [6]
