I1202 18:39:29.558122 140026681911104 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Walker2d-v2/sac/1/agent_partial_target...
I1202 18:39:29.564325 140026681911104 collect_data.py:133] Testing policy p1_ours_gaussian...
I1202 18:39:44.571310 140026681911104 collect_data.py:137] Return mean 1652, std 971.2.
I1202 18:39:44.571508 140026681911104 collect_data.py:138] Collecting data from policy p1_ours_gaussian...
I1202 19:03:17.375070 140026681911104 collect_data.py:98] (120000/500000) steps collected at 474.2 steps/s.
I1202 19:03:39.093679 140026681911104 collect_data.py:98] (130000/500000) steps collected at 460.4 steps/s.
I1202 19:04:01.194083 140026681911104 collect_data.py:98] (140000/500000) steps collected at 452.5 steps/s.
I1202 19:04:27.046354 140026681911104 collect_data.py:98] (150000/500000) steps collected at 386.8 steps/s.
I1202 19:04:47.915835 140026681911104 collect_data.py:98] (160000/500000) steps collected at 479.2 steps/s.
I1202 19:05:09.298175 140026681911104 collect_data.py:98] (170000/500000) steps collected at 467.7 steps/s.
I1202 19:05:31.842898 140026681911104 collect_data.py:98] (180000/500000) steps collected at 443.6 steps/s.
I1202 19:05:53.260435 140026681911104 collect_data.py:98] (190000/500000) steps collected at 466.9 steps/s.
I1202 19:06:14.768495 140026681911104 collect_data.py:98] (200000/500000) steps collected at 464.9 steps/s.
I1202 19:06:37.274611 140026681911104 collect_data.py:98] (210000/500000) steps collected at 444.3 steps/s.
I1202 19:06:59.223687 140026681911104 collect_data.py:98] (220000/500000) steps collected at 455.6 steps/s.
I1202 19:07:21.740753 140026681911104 collect_data.py:98] (230000/500000) steps collected at 444.1 steps/s.
I1202 19:07:44.421403 140026681911104 collect_data.py:98] (240000/500000) steps collected at 440.9 steps/s.
I1202 19:08:07.774022 140026681911104 collect_data.py:98] (250000/500000) steps collected at 428.2 steps/s.
I1202 19:08:29.490649 140026681911104 collect_data.py:98] (260000/500000) steps collected at 460.5 steps/s.
I1202 19:08:50.981464 140026681911104 collect_data.py:98] (270000/500000) steps collected at 465.3 steps/s.
I1202 19:09:12.983602 140026681911104 collect_data.py:98] (280000/500000) steps collected at 454.5 steps/s.
I1202 19:09:35.675868 140026681911104 collect_data.py:98] (290000/500000) steps collected at 440.7 steps/s.
I1202 19:09:57.622460 140026681911104 collect_data.py:98] (300000/500000) steps collected at 455.7 steps/s.
I1202 19:10:25.177842 140026681911104 collect_data.py:98] (310000/500000) steps collected at 362.9 steps/s.
I1202 19:10:47.426721 140026681911104 collect_data.py:98] (320000/500000) steps collected at 449.5 steps/s.
I1202 19:11:09.617081 140026681911104 collect_data.py:98] (330000/500000) steps collected at 450.6 steps/s.
I1202 19:11:33.000159 140026681911104 collect_data.py:98] (340000/500000) steps collected at 427.7 steps/s.
I1202 19:11:55.901086 140026681911104 collect_data.py:98] (350000/500000) steps collected at 436.7 steps/s.
I1202 19:12:19.104692 140026681911104 collect_data.py:98] (360000/500000) steps collected at 431 steps/s.
I1202 19:12:41.642333 140026681911104 collect_data.py:98] (370000/500000) steps collected at 443.7 steps/s.
I1202 19:13:02.902828 140026681911104 collect_data.py:98] (380000/500000) steps collected at 470.4 steps/s.
I1202 19:13:24.303415 140026681911104 collect_data.py:98] (390000/500000) steps collected at 467.3 steps/s.
I1202 19:13:45.481945 140026681911104 collect_data.py:98] (400000/500000) steps collected at 472.2 steps/s.
I1202 19:14:07.580340 140026681911104 collect_data.py:98] (410000/500000) steps collected at 452.5 steps/s.
I1202 19:14:29.705474 140026681911104 collect_data.py:98] (420000/500000) steps collected at 452 steps/s.
I1202 19:14:50.945799 140026681911104 collect_data.py:98] (430000/500000) steps collected at 470.8 steps/s.
I1202 19:15:12.921189 140026681911104 collect_data.py:98] (440000/500000) steps collected at 455.1 steps/s.
I1202 19:15:34.026558 140026681911104 collect_data.py:98] (450000/500000) steps collected at 473.8 steps/s.
I1202 19:15:54.896641 140026681911104 collect_data.py:98] (460000/500000) steps collected at 479.2 steps/s.
I1202 19:16:16.745208 140026681911104 collect_data.py:98] (470000/500000) steps collected at 457.7 steps/s.
I1202 19:16:38.891760 140026681911104 collect_data.py:98] (480000/500000) steps collected at 451.5 steps/s.
I1202 19:17:00.322927 140026681911104 collect_data.py:98] (490000/500000) steps collected at 466.6 steps/s.
I1202 19:17:21.264155 140026681911104 collect_data.py:98] (500000/500000) steps collected at 477.5 steps/s.
I1202 19:17:22.467777 140026681911104 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Walker2d-v2/gaussian_two_policies1/1/data, time cost 2273s.
action_shape: [6]
