I1202 20:13:36.282115 140529618417472 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Hopper-v2/sac/0/agent_partial_target...
I1202 20:13:36.287410 140529618417472 collect_data.py:133] Testing policy p1_ours_pure...
I1202 20:13:46.390801 140529618417472 collect_data.py:137] Return mean 1126, std 462.2.
I1202 20:13:46.391022 140529618417472 collect_data.py:138] Collecting data from policy p1_ours_pure...
I1202 20:39:30.700062 140529618417472 collect_data.py:98] (220000/500000) steps collected at 505.3 steps/s.
I1202 20:39:50.791569 140529618417472 collect_data.py:98] (230000/500000) steps collected at 497.7 steps/s.
I1202 20:40:10.682003 140529618417472 collect_data.py:98] (240000/500000) steps collected at 502.8 steps/s.
I1202 20:40:30.549168 140529618417472 collect_data.py:98] (250000/500000) steps collected at 503.3 steps/s.
I1202 20:40:50.334109 140529618417472 collect_data.py:98] (260000/500000) steps collected at 505.4 steps/s.
I1202 20:41:09.889405 140529618417472 collect_data.py:98] (270000/500000) steps collected at 511.4 steps/s.
I1202 20:41:29.611092 140529618417472 collect_data.py:98] (280000/500000) steps collected at 507.1 steps/s.
I1202 20:41:49.583275 140529618417472 collect_data.py:98] (290000/500000) steps collected at 500.7 steps/s.
I1202 20:42:09.415772 140529618417472 collect_data.py:98] (300000/500000) steps collected at 504.2 steps/s.
I1202 20:42:35.233291 140529618417472 collect_data.py:98] (310000/500000) steps collected at 387.3 steps/s.
I1202 20:42:55.246905 140529618417472 collect_data.py:98] (320000/500000) steps collected at 499.7 steps/s.
I1202 20:43:15.319481 140529618417472 collect_data.py:98] (330000/500000) steps collected at 498.2 steps/s.
I1202 20:43:35.041414 140529618417472 collect_data.py:98] (340000/500000) steps collected at 507 steps/s.
I1202 20:43:55.623533 140529618417472 collect_data.py:98] (350000/500000) steps collected at 485.9 steps/s.
I1202 20:44:15.749028 140529618417472 collect_data.py:98] (360000/500000) steps collected at 496.9 steps/s.
I1202 20:44:35.705849 140529618417472 collect_data.py:98] (370000/500000) steps collected at 501.1 steps/s.
I1202 20:44:55.394712 140529618417472 collect_data.py:98] (380000/500000) steps collected at 507.9 steps/s.
I1202 20:45:15.538915 140529618417472 collect_data.py:98] (390000/500000) steps collected at 496.4 steps/s.
I1202 20:45:35.428294 140529618417472 collect_data.py:98] (400000/500000) steps collected at 502.8 steps/s.
I1202 20:45:55.296601 140529618417472 collect_data.py:98] (410000/500000) steps collected at 503.3 steps/s.
I1202 20:46:14.984814 140529618417472 collect_data.py:98] (420000/500000) steps collected at 507.9 steps/s.
I1202 20:46:35.005648 140529618417472 collect_data.py:98] (430000/500000) steps collected at 499.5 steps/s.
I1202 20:46:54.831258 140529618417472 collect_data.py:98] (440000/500000) steps collected at 504.4 steps/s.
I1202 20:47:14.745856 140529618417472 collect_data.py:98] (450000/500000) steps collected at 502.1 steps/s.
I1202 20:47:34.603806 140529618417472 collect_data.py:98] (460000/500000) steps collected at 503.6 steps/s.
I1202 20:47:54.720721 140529618417472 collect_data.py:98] (470000/500000) steps collected at 497.1 steps/s.
I1202 20:48:15.157573 140529618417472 collect_data.py:98] (480000/500000) steps collected at 489.3 steps/s.
I1202 20:48:35.360805 140529618417472 collect_data.py:98] (490000/500000) steps collected at 495 steps/s.
I1202 20:48:55.500881 140529618417472 collect_data.py:98] (500000/500000) steps collected at 496.5 steps/s.
I1202 20:48:56.175094 140529618417472 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Hopper-v2/pure_two_policies/0/data, time cost 2120s.
action_shape: [3]
