I1202 08:33:49.960795 140207466207040 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Ant-v2/sac/0/agent_partial_target...
I1202 08:33:49.966220 140207466207040 collect_data.py:133] Testing policy p1_ours_gaussian...
I1202 08:34:12.798583 140207466207040 collect_data.py:137] Return mean 762.2, std 550.1.
I1202 08:34:12.798785 140207466207040 collect_data.py:138] Collecting data from policy p1_ours_gaussian...
I1202 08:58:33.182649 140207466207040 collect_data.py:98] (20000/500000) steps collected at 373.4 steps/s.
I1202 08:59:00.163647 140207466207040 collect_data.py:98] (30000/500000) steps collected at 370.6 steps/s.
I1202 08:59:24.883923 140207466207040 collect_data.py:98] (40000/500000) steps collected at 404.5 steps/s.
I1202 08:59:49.653520 140207466207040 collect_data.py:98] (50000/500000) steps collected at 403.7 steps/s.
I1202 09:00:14.758098 140207466207040 collect_data.py:98] (60000/500000) steps collected at 398.3 steps/s.
I1202 09:00:39.749215 140207466207040 collect_data.py:98] (70000/500000) steps collected at 400.1 steps/s.
I1202 09:01:04.855737 140207466207040 collect_data.py:98] (80000/500000) steps collected at 398.3 steps/s.
I1202 09:01:30.488404 140207466207040 collect_data.py:98] (90000/500000) steps collected at 390.1 steps/s.
I1202 09:01:55.756899 140207466207040 collect_data.py:98] (100000/500000) steps collected at 395.7 steps/s.
I1202 09:02:21.294205 140207466207040 collect_data.py:98] (110000/500000) steps collected at 391.6 steps/s.
I1202 09:02:46.484718 140207466207040 collect_data.py:98] (120000/500000) steps collected at 397 steps/s.
I1202 09:03:11.953423 140207466207040 collect_data.py:98] (130000/500000) steps collected at 392.6 steps/s.
I1202 09:03:42.514211 140207466207040 collect_data.py:98] (140000/500000) steps collected at 327.2 steps/s.
I1202 09:04:08.263943 140207466207040 collect_data.py:98] (150000/500000) steps collected at 388.4 steps/s.
I1202 09:04:33.824649 140207466207040 collect_data.py:98] (160000/500000) steps collected at 391.2 steps/s.
I1202 09:04:59.624571 140207466207040 collect_data.py:98] (170000/500000) steps collected at 387.6 steps/s.
I1202 09:05:25.347331 140207466207040 collect_data.py:98] (180000/500000) steps collected at 388.8 steps/s.
I1202 09:05:51.441854 140207466207040 collect_data.py:98] (190000/500000) steps collected at 383.2 steps/s.
I1202 09:06:17.367529 140207466207040 collect_data.py:98] (200000/500000) steps collected at 385.7 steps/s.
I1202 09:06:43.060894 140207466207040 collect_data.py:98] (210000/500000) steps collected at 389.2 steps/s.
I1202 09:07:07.925559 140207466207040 collect_data.py:98] (220000/500000) steps collected at 402.2 steps/s.
I1202 09:07:33.652295 140207466207040 collect_data.py:98] (230000/500000) steps collected at 388.7 steps/s.
I1202 09:07:58.895131 140207466207040 collect_data.py:98] (240000/500000) steps collected at 396.2 steps/s.
I1202 09:08:24.659466 140207466207040 collect_data.py:98] (250000/500000) steps collected at 388.1 steps/s.
I1202 09:08:50.123183 140207466207040 collect_data.py:98] (260000/500000) steps collected at 392.7 steps/s.
I1202 09:09:14.631687 140207466207040 collect_data.py:98] (270000/500000) steps collected at 408 steps/s.
I1202 09:09:40.368352 140207466207040 collect_data.py:98] (280000/500000) steps collected at 388.6 steps/s.
I1202 09:10:06.165673 140207466207040 collect_data.py:98] (290000/500000) steps collected at 387.6 steps/s.
I1202 09:10:37.078012 140207466207040 collect_data.py:98] (300000/500000) steps collected at 323.5 steps/s.
I1202 09:11:02.576506 140207466207040 collect_data.py:98] (310000/500000) steps collected at 392.2 steps/s.
I1202 09:11:29.198082 140207466207040 collect_data.py:98] (320000/500000) steps collected at 375.6 steps/s.
I1202 09:11:55.608532 140207466207040 collect_data.py:98] (330000/500000) steps collected at 378.6 steps/s.
I1202 09:12:21.833817 140207466207040 collect_data.py:98] (340000/500000) steps collected at 381.3 steps/s.
I1202 09:12:46.592639 140207466207040 collect_data.py:98] (350000/500000) steps collected at 403.9 steps/s.
I1202 09:13:12.377608 140207466207040 collect_data.py:98] (360000/500000) steps collected at 387.8 steps/s.
I1202 09:13:38.622572 140207466207040 collect_data.py:98] (370000/500000) steps collected at 381 steps/s.
I1202 09:14:04.311003 140207466207040 collect_data.py:98] (380000/500000) steps collected at 389.3 steps/s.
I1202 09:14:30.008231 140207466207040 collect_data.py:98] (390000/500000) steps collected at 389.1 steps/s.
I1202 09:14:55.768752 140207466207040 collect_data.py:98] (400000/500000) steps collected at 388.2 steps/s.
I1202 09:15:20.780761 140207466207040 collect_data.py:98] (410000/500000) steps collected at 399.8 steps/s.
I1202 09:15:46.296599 140207466207040 collect_data.py:98] (420000/500000) steps collected at 391.9 steps/s.
I1202 09:16:11.465119 140207466207040 collect_data.py:98] (430000/500000) steps collected at 397.3 steps/s.
I1202 09:16:35.930510 140207466207040 collect_data.py:98] (440000/500000) steps collected at 408.7 steps/s.
I1202 09:17:00.555738 140207466207040 collect_data.py:98] (450000/500000) steps collected at 406.1 steps/s.
I1202 09:17:25.353594 140207466207040 collect_data.py:98] (460000/500000) steps collected at 403.3 steps/s.
I1202 09:17:50.504811 140207466207040 collect_data.py:98] (470000/500000) steps collected at 397.6 steps/s.
I1202 09:18:15.390624 140207466207040 collect_data.py:98] (480000/500000) steps collected at 401.8 steps/s.
I1202 09:18:39.389058 140207466207040 collect_data.py:98] (490000/500000) steps collected at 416.7 steps/s.
I1202 09:19:04.259808 140207466207040 collect_data.py:98] (500000/500000) steps collected at 402.1 steps/s.
I1202 09:19:06.810817 140207466207040 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Ant-v2/gaussian_two_policies/0/data, time cost 2717s.
action_shape: [8]
