I1202 16:30:32.767723 139723927844672 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Ant-v2/sac/1/agent_partial_target...
I1202 16:30:32.774652 139723927844672 collect_data.py:133] Testing policy p1_ours_gaussian...
I1202 16:31:02.672926 139723927844672 collect_data.py:137] Return mean 1582, std 960.6.
I1202 16:31:02.673135 139723927844672 collect_data.py:138] Collecting data from policy p1_ours_gaussian...
I1202 16:59:35.081423 139723927844672 collect_data.py:98] (50000/500000) steps collected at 330.9 steps/s.
I1202 17:00:05.685362 139723927844672 collect_data.py:98] (60000/500000) steps collected at 326.8 steps/s.
I1202 17:00:35.730546 139723927844672 collect_data.py:98] (70000/500000) steps collected at 332.8 steps/s.
I1202 17:01:05.882821 139723927844672 collect_data.py:98] (80000/500000) steps collected at 331.6 steps/s.
I1202 17:01:35.672034 139723927844672 collect_data.py:98] (90000/500000) steps collected at 335.7 steps/s.
I1202 17:02:05.874969 139723927844672 collect_data.py:98] (100000/500000) steps collected at 331.1 steps/s.
I1202 17:02:35.645944 139723927844672 collect_data.py:98] (110000/500000) steps collected at 335.9 steps/s.
I1202 17:03:05.484647 139723927844672 collect_data.py:98] (120000/500000) steps collected at 335.1 steps/s.
I1202 17:03:34.773492 139723927844672 collect_data.py:98] (130000/500000) steps collected at 341.4 steps/s.
I1202 17:04:08.936967 139723927844672 collect_data.py:98] (140000/500000) steps collected at 292.7 steps/s.
I1202 17:04:38.106542 139723927844672 collect_data.py:98] (150000/500000) steps collected at 342.8 steps/s.
I1202 17:05:07.162035 139723927844672 collect_data.py:98] (160000/500000) steps collected at 344.2 steps/s.
I1202 17:05:35.591277 139723927844672 collect_data.py:98] (170000/500000) steps collected at 351.8 steps/s.
I1202 17:06:03.740972 139723927844672 collect_data.py:98] (180000/500000) steps collected at 355.2 steps/s.
I1202 17:06:32.097738 139723927844672 collect_data.py:98] (190000/500000) steps collected at 352.6 steps/s.
I1202 17:06:59.668887 139723927844672 collect_data.py:98] (200000/500000) steps collected at 362.7 steps/s.
I1202 17:07:27.433272 139723927844672 collect_data.py:98] (210000/500000) steps collected at 360.2 steps/s.
I1202 17:07:55.121278 139723927844672 collect_data.py:98] (220000/500000) steps collected at 361.2 steps/s.
I1202 17:08:22.809806 139723927844672 collect_data.py:98] (230000/500000) steps collected at 361.2 steps/s.
I1202 17:08:50.145004 139723927844672 collect_data.py:98] (240000/500000) steps collected at 365.8 steps/s.
I1202 17:09:17.928190 139723927844672 collect_data.py:98] (250000/500000) steps collected at 359.9 steps/s.
I1202 17:09:44.375935 139723927844672 collect_data.py:98] (260000/500000) steps collected at 378.1 steps/s.
I1202 17:10:11.097517 139723927844672 collect_data.py:98] (270000/500000) steps collected at 374.2 steps/s.
I1202 17:10:38.203997 139723927844672 collect_data.py:98] (280000/500000) steps collected at 368.9 steps/s.
I1202 17:11:04.338520 139723927844672 collect_data.py:98] (290000/500000) steps collected at 382.6 steps/s.
I1202 17:11:36.725178 139723927844672 collect_data.py:98] (300000/500000) steps collected at 308.8 steps/s.
I1202 17:12:02.360269 139723927844672 collect_data.py:98] (310000/500000) steps collected at 390.1 steps/s.
I1202 17:12:27.042855 139723927844672 collect_data.py:98] (320000/500000) steps collected at 405.1 steps/s.
I1202 17:12:51.744324 139723927844672 collect_data.py:98] (330000/500000) steps collected at 404.8 steps/s.
I1202 17:13:16.605261 139723927844672 collect_data.py:98] (340000/500000) steps collected at 402.2 steps/s.
I1202 17:13:41.235971 139723927844672 collect_data.py:98] (350000/500000) steps collected at 406 steps/s.
I1202 17:14:06.825709 139723927844672 collect_data.py:98] (360000/500000) steps collected at 390.8 steps/s.
I1202 17:14:32.624449 139723927844672 collect_data.py:98] (370000/500000) steps collected at 387.6 steps/s.
I1202 17:14:59.253447 139723927844672 collect_data.py:98] (380000/500000) steps collected at 375.5 steps/s.
I1202 17:15:24.731216 139723927844672 collect_data.py:98] (390000/500000) steps collected at 392.5 steps/s.
I1202 17:15:50.150542 139723927844672 collect_data.py:98] (400000/500000) steps collected at 393.4 steps/s.
I1202 17:16:15.881396 139723927844672 collect_data.py:98] (410000/500000) steps collected at 388.6 steps/s.
I1202 17:16:41.395425 139723927844672 collect_data.py:98] (420000/500000) steps collected at 391.9 steps/s.
I1202 17:17:06.630745 139723927844672 collect_data.py:98] (430000/500000) steps collected at 396.3 steps/s.
I1202 17:17:31.716717 139723927844672 collect_data.py:98] (440000/500000) steps collected at 398.6 steps/s.
I1202 17:17:58.022630 139723927844672 collect_data.py:98] (450000/500000) steps collected at 380.1 steps/s.
I1202 17:18:22.449743 139723927844672 collect_data.py:98] (460000/500000) steps collected at 409.4 steps/s.
I1202 17:18:46.654799 139723927844672 collect_data.py:98] (470000/500000) steps collected at 413.1 steps/s.
I1202 17:19:10.535659 139723927844672 collect_data.py:98] (480000/500000) steps collected at 418.7 steps/s.
I1202 17:19:34.571946 139723927844672 collect_data.py:98] (490000/500000) steps collected at 416 steps/s.
I1202 17:20:05.348506 139723927844672 collect_data.py:98] (500000/500000) steps collected at 324.9 steps/s.
I1202 17:20:08.020012 139723927844672 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Ant-v2/gaussian_two_policies1/1/data, time cost 2975s.
action_shape: [8]
