I1202 08:36:08.885422 140373101188928 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Ant-v2/sac/0/agent_partial_target...
I1202 08:36:08.892056 140373101188928 collect_data.py:133] Testing policy p1_ours_pure...
I1202 08:36:39.701197 140373101188928 collect_data.py:137] Return mean 1282, std 577.6.
I1202 08:36:39.701389 140373101188928 collect_data.py:138] Collecting data from policy p1_ours_pure...
I1202 09:14:26.417516 140373101188928 collect_data.py:98] (350000/500000) steps collected at 419.3 steps/s.
I1202 09:14:50.390660 140373101188928 collect_data.py:98] (360000/500000) steps collected at 417.1 steps/s.
I1202 09:15:15.393603 140373101188928 collect_data.py:98] (370000/500000) steps collected at 400 steps/s.
I1202 09:15:39.832594 140373101188928 collect_data.py:98] (380000/500000) steps collected at 409.2 steps/s.
I1202 09:16:03.980725 140373101188928 collect_data.py:98] (390000/500000) steps collected at 414.1 steps/s.
I1202 09:16:30.055383 140373101188928 collect_data.py:98] (400000/500000) steps collected at 383.5 steps/s.
I1202 09:16:54.894653 140373101188928 collect_data.py:98] (410000/500000) steps collected at 402.6 steps/s.
I1202 09:17:19.724172 140373101188928 collect_data.py:98] (420000/500000) steps collected at 402.7 steps/s.
I1202 09:17:44.898963 140373101188928 collect_data.py:98] (430000/500000) steps collected at 397.2 steps/s.
I1202 09:18:09.789695 140373101188928 collect_data.py:98] (440000/500000) steps collected at 401.8 steps/s.
I1202 09:18:35.095526 140373101188928 collect_data.py:98] (450000/500000) steps collected at 395.2 steps/s.
I1202 09:19:01.341880 140373101188928 collect_data.py:98] (460000/500000) steps collected at 381 steps/s.
I1202 09:19:25.558895 140373101188928 collect_data.py:98] (470000/500000) steps collected at 412.9 steps/s.
I1202 09:19:49.230504 140373101188928 collect_data.py:98] (480000/500000) steps collected at 422.4 steps/s.
I1202 09:20:12.651544 140373101188928 collect_data.py:98] (490000/500000) steps collected at 427 steps/s.
I1202 09:20:36.865146 140373101188928 collect_data.py:98] (500000/500000) steps collected at 413 steps/s.
I1202 09:20:39.511759 140373101188928 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Ant-v2/pure_two_policies/0/data, time cost 2671s.
action_shape: [8]
