I1202 18:37:23.061086 140150861100864 policy_loader.py:78] Loading policy from /data1/yrli/tmp/offlinerl/policies/Walker2d-v2/sac/1/agent_partial_target...
I1202 18:37:23.066436 140150861100864 collect_data.py:133] Testing policy p1_ours_eps...
I1202 18:37:36.763496 140150861100864 collect_data.py:137] Return mean 1444, std 869.9.
I1202 18:37:36.763664 140150861100864 collect_data.py:138] Collecting data from policy p1_ours_eps...
I1202 19:09:17.837538 140150861100864 collect_data.py:98] (330000/500000) steps collected at 438.1 steps/s.
I1202 19:09:41.508130 140150861100864 collect_data.py:98] (340000/500000) steps collected at 422.5 steps/s.
I1202 19:10:04.733210 140150861100864 collect_data.py:98] (350000/500000) steps collected at 430.6 steps/s.
I1202 19:10:28.505514 140150861100864 collect_data.py:98] (360000/500000) steps collected at 420.7 steps/s.
I1202 19:10:51.658884 140150861100864 collect_data.py:98] (370000/500000) steps collected at 431.9 steps/s.
I1202 19:11:15.296794 140150861100864 collect_data.py:98] (380000/500000) steps collected at 423 steps/s.
I1202 19:11:38.752550 140150861100864 collect_data.py:98] (390000/500000) steps collected at 426.3 steps/s.
I1202 19:12:07.712229 140150861100864 collect_data.py:98] (400000/500000) steps collected at 345.3 steps/s.
I1202 19:12:30.720567 140150861100864 collect_data.py:98] (410000/500000) steps collected at 434.6 steps/s.
I1202 19:12:53.901387 140150861100864 collect_data.py:98] (420000/500000) steps collected at 431.4 steps/s.
I1202 19:13:16.996630 140150861100864 collect_data.py:98] (430000/500000) steps collected at 433 steps/s.
I1202 19:13:39.938127 140150861100864 collect_data.py:98] (440000/500000) steps collected at 435.9 steps/s.
I1202 19:14:03.166791 140150861100864 collect_data.py:98] (450000/500000) steps collected at 430.5 steps/s.
I1202 19:14:26.573503 140150861100864 collect_data.py:98] (460000/500000) steps collected at 427.2 steps/s.
I1202 19:14:50.144582 140150861100864 collect_data.py:98] (470000/500000) steps collected at 424.2 steps/s.
I1202 19:15:13.369182 140150861100864 collect_data.py:98] (480000/500000) steps collected at 430.6 steps/s.
I1202 19:15:36.688011 140150861100864 collect_data.py:98] (490000/500000) steps collected at 428.8 steps/s.
I1202 19:15:59.499350 140150861100864 collect_data.py:98] (500000/500000) steps collected at 438.4 steps/s.
I1202 19:16:00.652384 140150861100864 collect_data.py:147] Finished: 1000000 transitions collected, saved at /data1/yrli/tmp/offlinerl/data/Walker2d-v2/eps_two_policies1/1/data, time cost 2318s.
action_shape: [6]
